órgão,Subordinado a,Montante,Ano
BASE AEREA DE NATAL,Ministério da Defesa,56444,2014
BASE AEREA DE NATAL,Ministério da Defesa,23735,2015
COMANDO DE FRONTEIRA ACRE/4 BIS,Ministério da Defesa,16585,2014
59  BATALHAO DE INFANTARIA MOTORIZADO,Ministério da Defesa,2693,2014
1 BATALHAO DE INFANTARIA DE SELVA(AEROMOVEL),Ministério da Defesa,181,2012
1 BATALHAO DE INFANTARIA DE SELVA(AEROMOVEL),Ministério da Defesa,1954,2016
1 BATALHAO DE INFANTARIA DE SELVA(AEROMOVEL),Ministério da Defesa,26910,2017
CENTRO DE INSTRUCAO DE GUERRA NA SELVA,Ministério da Defesa,857,2016
CENTRO DE INSTRUCAO DE GUERRA NA SELVA,Ministério da Defesa,5259,2017
COMANDO 2 GRUPAMENTO ENGENHARIA,Ministério da Defesa,5138,2017
COMANDO DO COMANDO MILITAR DA AMAZONIA,Ministério da Defesa,1366,2016
COMANDO DO COMANDO MILITAR DA AMAZONIA,Ministério da Defesa,2165,2017
12. BATALHAO DE SUPRIMENTO,Ministério da Defesa,572,2011
12. BATALHAO DE SUPRIMENTO,Ministério da Defesa,2906,2012
12. BATALHAO DE SUPRIMENTO,Ministério da Defesa,13922,2014
12. BATALHAO DE SUPRIMENTO,Ministério da Defesa,6152,2015
12. BATALHAO DE SUPRIMENTO,Ministério da Defesa,27571,2016
12. BATALHAO DE SUPRIMENTO,Ministério da Defesa,530110,2017
HOSPITAL DE GUARNICAO DE TABATINGA,Ministério da Defesa,4393,2016
HOSPITAL MILITAR DE AREA DE MANAUS,Ministério da Defesa,19108,2011
HOSPITAL MILITAR DE AREA DE MANAUS,Ministério da Defesa,92026,2012
HOSPITAL MILITAR DE AREA DE MANAUS,Ministério da Defesa,5736,2015
HOSPITAL MILITAR DE AREA DE MANAUS,Ministério da Defesa,48731,2016
HOSPITAL MILITAR DE AREA DE MANAUS,Ministério da Defesa,411901,2017
COMANDO DE FRONTEIRA SOLIMOES/8 BIS,Ministério da Defesa,3408,2016
COMANDO DE FRONTEIRA - AMAPA E 34 BIS,Ministério da Defesa,1925,2015
35 BATALHAO DE INFANTARIA,Ministério da Defesa,530,2014
19 BATALHAO DE CACADORES,Ministério da Defesa,874,2015
19 BATALHAO DE CACADORES,Ministério da Defesa,8305,2017
4 COMPANHIA DE GUARDA,Ministério da Defesa,5735,2015
4 COMPANHIA DE GUARDA,Ministério da Defesa,108,2017
COMANDO 6 REGIAO MILITAR,Ministério da Defesa,439,2015
6. DEPOSITO DE SUPRIMENTO,Ministério da Defesa,7604,2013
6. DEPOSITO DE SUPRIMENTO,Ministério da Defesa,10798,2015
HOSPITAL GERAL DE SALVADOR,Ministério da Defesa,7071,2011
HOSPITAL GERAL DE SALVADOR,Ministério da Defesa,11594,2013
HOSPITAL GERAL DE SALVADOR,Ministério da Defesa,51948,2014
HOSPITAL GERAL DE SALVADOR,Ministério da Defesa,31620,2015
HOSPITAL GERAL DE SALVADOR,Ministério da Defesa,17127,2016
HOSPITAL GERAL DE SALVADOR,Ministério da Defesa,80172,2017
40 BATALHAO DE INFANTARIA,Ministério da Defesa,1259,2014
10. DEPOSITO DE SUPRIMENTO,Ministério da Defesa,5821,2017
HOSPITAL GERAL DE FORTALEZA,Ministério da Defesa,13333,2011
HOSPITAL GERAL DE FORTALEZA,Ministério da Defesa,15177,2012
HOSPITAL GERAL DE FORTALEZA,Ministério da Defesa,53794,2013
HOSPITAL GERAL DE FORTALEZA,Ministério da Defesa,5348,2014
HOSPITAL GERAL DE FORTALEZA,Ministério da Defesa,7890,2015
HOSPITAL GERAL DE FORTALEZA,Ministério da Defesa,15210,2016
HOSPITAL GERAL DE FORTALEZA,Ministério da Defesa,27357,2017
CENTRO DE IMAGENS E INFORM.GEOG.EXERCITO,Ministério da Defesa,707,2012
CENTRO DE IMAGENS E INFORM.GEOG.EXERCITO,Ministério da Defesa,776,2016
BATALHAO DE POLICIA DO EXERCITO DE BRASILIA,Ministério da Defesa,4872,2014
BATALHAO DE POLICIA DO EXERCITO DE BRASILIA,Ministério da Defesa,859,2015
11. DEPOSITO DE SUPRIMENTO,Ministério da Defesa,10183,2012
11. DEPOSITO DE SUPRIMENTO,Ministério da Defesa,82565,2013
11. DEPOSITO DE SUPRIMENTO,Ministério da Defesa,64928,2014
11. DEPOSITO DE SUPRIMENTO,Ministério da Defesa,3910,2016
COLEGIO MILITAR DE CAMPO GRANDE,Ministério da Defesa,394,2013
HOSPITAL MILITAR DE AREA DE BRASILIA,Ministério da Defesa,2147,2011
HOSPITAL MILITAR DE AREA DE BRASILIA,Ministério da Defesa,6434,2012
HOSPITAL MILITAR DE AREA DE BRASILIA,Ministério da Defesa,11115,2013
HOSPITAL MILITAR DE AREA DE BRASILIA,Ministério da Defesa,3541,2014
HOSPITAL MILITAR DE AREA DE BRASILIA,Ministério da Defesa,5534,2015
HOSPITAL MILITAR DE AREA DE BRASILIA,Ministério da Defesa,21190,2017
38  BATALHAO DE INFANTARIA,Ministério da Defesa,207,2015
58 BATALHAO DE INFANTARIA MOTORIZADO,Ministério da Defesa,1480,2015
BASE ADMINISTRATIVA DA BDA DE OP ESPECIAIS,Ministério da Defesa,1053,2014
BASE ADMINISTRATIVA DA BDA DE OP ESPECIAIS,Ministério da Defesa,1666,2015
BASE ADMINISTRATIVA DA BDA DE OP ESPECIAIS,Ministério da Defesa,1236,2016
BASE ADMINISTRATIVA DA BDA DE OP ESPECIAIS,Ministério da Defesa,16589,2017
23 COMPANHIA DE ENGENHARIA DE COMBATE,Ministério da Defesa,821,2015
41 BATALHAO DE INFANTARIA MOTORIZADO,Ministério da Defesa,391,2016
50 BATALHAO DE INFANTARIA DE SELVA,Ministério da Defesa,4675,2013
50 BATALHAO DE INFANTARIA DE SELVA,Ministério da Defesa,273,2014
24 BATALHAO DE CACADORES,Ministério da Defesa,5592,2013
24 BATALHAO DE CACADORES,Ministério da Defesa,3543,2014
11 BATALAHO DE ENGENHARIA DE CONSTRUCAO,Ministério da Defesa,1209,2012
11 BATALAHO DE ENGENHARIA DE CONSTRUCAO,Ministério da Defesa,164,2015
COMANDO DA 4A BDA DE INFANTARIA MOTORIZADA,Ministério da Defesa,8240,2016
COMANDO DA 4 REGIÃO MILITAR,Ministério da Defesa,5179,2013
COMANDO DA 4  REGIÃO MILITAR,Ministério da Defesa,2976,2014
4. DEPOSITO DE SUPRIMENTO,Ministério da Defesa,202,2013
4. DEPOSITO DE SUPRIMENTO,Ministério da Defesa,341,2015
4. DEPOSITO DE SUPRIMENTO,Ministério da Defesa,780,2016
HOSPITAL GERAL DE JUIZ DE FORA,Ministério da Defesa,2683,2011
HOSPITAL GERAL DE JUIZ DE FORA,Ministério da Defesa,13,2012
HOSPITAL GERAL DE JUIZ DE FORA,Ministério da Defesa,1416,2013
HOSPITAL GERAL DE JUIZ DE FORA,Ministério da Defesa,766,2014
HOSPITAL GERAL DE JUIZ DE FORA,Ministério da Defesa,5167,2015
HOSPITAL GERAL DE JUIZ DE FORA,Ministério da Defesa,903,2016
14 GRUPO DE ARTILHARIA DE CAMPANHA,Ministério da Defesa,672,2012
11.BATALHAO DE INFANTARIA DE MONTANHA,Ministério da Defesa,932,2015
ESCOLA DE SARGENTOS DAS ARMAS,Ministério da Defesa,1057,2015
17 REGIMENTO DE CAVALARIA MECANIZADO,Ministério da Defesa,1551,2015
9 BATALHAO DE ENGENHARIA DE COMBATE,Ministério da Defesa,357,2016
10 REGIMENTO DE CAVALARIA MECANIZADO,Ministério da Defesa,269,2013
HOSPITAL DE GUARNICAO DE JOAO PESSOA,Ministério da Defesa,1556,2011
HOSPITAL DE GUARNICAO DE JOAO PESSOA,Ministério da Defesa,45465,2013
HOSPITAL DE GUARNICAO DE JOAO PESSOA,Ministério da Defesa,10604,2016
HOSPITAL DE GUARNICAO DE JOAO PESSOA,Ministério da Defesa,59146,2017
COMANDO DA 9A.REGIAO MILITAR,Ministério da Defesa,679,2013
9.BATALHAO DE SUPRIMENTO,Ministério da Defesa,9664,2012
9.BATALHAO DE SUPRIMENTO,Ministério da Defesa,62795,2013
9.BATALHAO DE SUPRIMENTO,Ministério da Defesa,6811,2016
9.BATALHAO DE SUPRIMENTO,Ministério da Defesa,6372,2017
HOSPITAL MILITAR DE AREA DE CAMPO GRANDE,Ministério da Defesa,8606,2012
HOSPITAL MILITAR DE AREA DE CAMPO GRANDE,Ministério da Defesa,62772,2013
HOSPITAL MILITAR DE AREA DE CAMPO GRANDE,Ministério da Defesa,5053,2014
HOSPITAL MILITAR DE AREA DE CAMPO GRANDE,Ministério da Defesa,22498,2015
HOSPITAL MILITAR DE AREA DE CAMPO GRANDE,Ministério da Defesa,63267,2016
HOSPITAL MILITAR DE AREA DE CAMPO GRANDE,Ministério da Defesa,269193,2017
3A.COMPANHIA DE FRONTEIRA E FORTE COIMBRA,Ministério da Defesa,649,2015
COMANDO DA 18 BRIGADA DE INF FRONTEIRA,Ministério da Defesa,1763,2012
47 BATALHAO DE INFANTARIA,Ministério da Defesa,1321,2013
47 BATALHAO DE INFANTARIA,Ministério da Defesa,1243,2014
COMANDO 4 BRIGADA DE CAVALARIA MECANIZADA,Ministério da Defesa,2865,2014
11 REGIMENTO DE CAVALARIA MECANIZADO,Ministério da Defesa,2586,2012
51 BATALHAO DE INFANTARIA DE SELVA,Ministério da Defesa,3061,2016
2 BATALHAO DE INFANTARIA DE SELVA,Ministério da Defesa,163,2014
8. DEPOSITO DE SUPRIMENTO,Ministério da Defesa,19707,2013
HOSPITAL GERAL DE BELEM,Ministério da Defesa,8893,2011
HOSPITAL GERAL DE BELEM,Ministério da Defesa,26942,2013
HOSPITAL GERAL DE BELEM,Ministério da Defesa,6787,2014
HOSPITAL GERAL DE BELEM,Ministério da Defesa,11231,2015
HOSPITAL GERAL DE BELEM,Ministério da Defesa,42964,2016
HOSPITAL GERAL DE BELEM,Ministério da Defesa,109080,2017
HOSPITAL DA GUARNICAO DE MARABA,Ministério da Defesa,45446,2015
HOSPITAL DA GUARNICAO DE MARABA,Ministério da Defesa,2552,2016
16 REGIMENTO DE CAVALARIA MECANIZADO,Ministério da Defesa,317,2013
14 BATALHAO DE INFANTARIA MOTORIZADO,Ministério da Defesa,4707,2015
4 BATALHAO DE POLICIA DO EXERCITO,Ministério da Defesa,107,2012
4 BATALHAO DE POLICIA DO EXERCITO,Ministério da Defesa,53,2013
4 BATALHAO DE POLICIA DO EXERCITO,Ministério da Defesa,137,2014
72 BATALHAO DE INFANTARIA MOTORIZADO,Ministério da Defesa,682,2013
4 BATALHAO DE COMUNICACOES,Ministério da Defesa,355,2015
COMANDO 7 REGIAO MILITAR/7 DIV DE EXERCITO,Ministério da Defesa,2493,2015
7.DEPOSITO DE SUPRIMENTO,Ministério da Defesa,16181,2012
7.DEPOSITO DE SUPRIMENTO,Ministério da Defesa,230,2013
7.DEPOSITO DE SUPRIMENTO,Ministério da Defesa,68664,2016
HOSPITAL MILITAR DE AREA DE RECIFE,Ministério da Defesa,14602,2011
HOSPITAL MILITAR DE AREA DE RECIFE,Ministério da Defesa,41404,2012
HOSPITAL MILITAR DE AREA DE RECIFE,Ministério da Defesa,68426,2013
HOSPITAL MILITAR DE AREA DE RECIFE,Ministério da Defesa,35074,2014
HOSPITAL MILITAR DE AREA DE RECIFE,Ministério da Defesa,6380,2015
HOSPITAL MILITAR DE AREA DE RECIFE,Ministério da Defesa,28483,2016
HOSPITAL MILITAR DE AREA DE RECIFE,Ministério da Defesa,108156,2017
PARQUE REGIONAL DE MANUTENCAO/7,Ministério da Defesa,122,2015
COMANDO 5 REGIAO MILITAR/5 DIVISAO  EXERCITO,Ministério da Defesa,1543,2012
COMANDO 5 REGIAO MILITAR/5 DIVISAO  EXERCITO,Ministério da Defesa,185,2013
5. BATALHAO DE SUPRIMENTO,Ministério da Defesa,17086,2016
HOSPITAL GERAL DE CURITIBA,Ministério da Defesa,8428,2011
HOSPITAL GERAL DE CURITIBA,Ministério da Defesa,5769,2012
HOSPITAL GERAL DE CURITIBA,Ministério da Defesa,35381,2013
HOSPITAL GERAL DE CURITIBA,Ministério da Defesa,16664,2014
HOSPITAL GERAL DE CURITIBA,Ministério da Defesa,29097,2015
HOSPITAL GERAL DE CURITIBA,Ministério da Defesa,61286,2016
HOSPITAL GERAL DE CURITIBA,Ministério da Defesa,505367,2017
PARQUE REGIONAL DE MANUTENCAO/5,Ministério da Defesa,1091,2015
15 GRUPO DE ART DE CAMPANHA AUTOPROPULSADO,Ministério da Defesa,489,2013
15 GRUPO DE ART DE CAMPANHA AUTOPROPULSADO,Ministério da Defesa,417,2014
CENTRO DE RECUPERACAO DE ITATIAIA,Ministério da Defesa,2172,2013
CENTRO DE RECUPERACAO DE ITATIAIA,Ministério da Defesa,447,2015
CENTRO DE RECUPERACAO DE ITATIAIA,Ministério da Defesa,19771,2016
POLICLINICA MILITAR DE NITEROI,Ministério da Defesa,732,2011
POLICLINICA MILITAR DE NITEROI,Ministério da Defesa,395,2012
POLICLINICA MILITAR DE NITEROI,Ministério da Defesa,200,2013
POLICLINICA MILITAR DE NITEROI,Ministério da Defesa,2407,2015
32 BATALHAO DE INFANTARIA MOTORIZADO,Ministério da Defesa,65,2014
1 BATALHAO DE COMUNICACOES,Ministério da Defesa,1178,2011
1 BATALHAO DE COMUNICACOES,Ministério da Defesa,251,2013
1 GRUPO DE ARTILHARIA DE CAMPANHA DE SELVA,Ministério da Defesa,2279,2014
25 BATALHAO LOGISTICO (ES),Ministério da Defesa,919,2016
CMDO DA 1 BRIGADA DE ARTILHARIA ANTIAEREA,Ministério da Defesa,2275,2013
COMANDO BRIGADA INFANTARIA PARAQUEDISTA,Ministério da Defesa,854,2014
HOSPITAL CENTRAL DO EXERCITO,Ministério da Defesa,7679,2011
HOSPITAL CENTRAL DO EXERCITO,Ministério da Defesa,45598,2013
HOSPITAL CENTRAL DO EXERCITO,Ministério da Defesa,170018,2016
HOSPITAL CENTRAL DO EXERCITO,Ministério da Defesa,282589,2017
HOSPITAL GERAL DO RIO DE JANEIRO,Ministério da Defesa,29523,2012
HOSPITAL GERAL DO RIO DE JANEIRO,Ministério da Defesa,9857,2013
HOSPITAL GERAL DO RIO DE JANEIRO,Ministério da Defesa,14437,2014
HOSPITAL GERAL DO RIO DE JANEIRO,Ministério da Defesa,4611,2015
HOSPITAL GERAL DO RIO DE JANEIRO,Ministério da Defesa,33128,2016
HOSPITAL GERAL DO RIO DE JANEIRO,Ministério da Defesa,310206,2017
LABORATORIO QUIMICO FARMACEUTICO DO EXERCITO,Ministério da Defesa,2923,2011
LABORATORIO QUIMICO FARMACEUTICO DO EXERCITO,Ministério da Defesa,20584,2012
LABORATORIO QUIMICO FARMACEUTICO DO EXERCITO,Ministério da Defesa,21926,2013
7 BATALHAO DE ENGENHARIA DE COMBATE,Ministério da Defesa,7662,2014
COMANDO 7 BRIGADA DE INFANTARIA MOTORIZADA,Ministério da Defesa,504,2016
HOSPITAL DE GUARNICAO DE NATAL,Ministério da Defesa,60002,2012
HOSPITAL DE GUARNICAO DE NATAL,Ministério da Defesa,38105,2013
HOSPITAL DE GUARNICAO DE NATAL,Ministério da Defesa,2197,2014
HOSPITAL DE GUARNICAO DE NATAL,Ministério da Defesa,68678,2015
HOSPITAL DE GUARNICAO DE NATAL,Ministério da Defesa,60822,2016
HOSPITAL DE GUARNICAO DE NATAL,Ministério da Defesa,35289,2017
COMANDO DE FRONTEIRA RONDONIA/6 BIS,Ministério da Defesa,7054,2012
COMANDO DE FRONTEIRA RONDONIA/6 BIS,Ministério da Defesa,5323,2013
COMANDO DE FRONTEIRA RONDONIA/6 BIS,Ministério da Defesa,6005,2015
5 BATALHAO DE ENGENHARIA DE CONSTRUCAO,Ministério da Defesa,175,2011
COMANDO DA 17 BRIGADA DE INFANTARIA DE SELVA,Ministério da Defesa,364,2016
HOSPITAL DE GUARNICAO DE PORTO VELHO,Ministério da Defesa,6822,2012
HOSPITAL DE GUARNICAO DE PORTO VELHO,Ministério da Defesa,50939,2013
HOSPITAL DE GUARNICAO DE PORTO VELHO,Ministério da Defesa,14198,2015
HOSPITAL DE GUARNICAO DE PORTO VELHO,Ministério da Defesa,21618,2016
6 BATALHAO DE ENGENHARIA DE CONSTRUCAO,Ministério da Defesa,2521,2011
10 BATALHAO LOGISTICO,Ministério da Defesa,1281,2015
12 BATALHAO DE ENG. DE COMBATE BLINDADO,Ministério da Defesa,476,2014
HOSPITAL DA GUARNICAO DE ALEGRETE,Ministério da Defesa,16854,2011
HOSPITAL DA GUARNICAO DE ALEGRETE,Ministério da Defesa,8717,2015
6 BATALHAO DE COMUNICACAO,Ministério da Defesa,194,2013
6 BATALHAO DE COMUNICACAO,Ministério da Defesa,440,2014
6 BATALHAO DE COMUNICACAO,Ministério da Defesa,2573,2017
HOSPITAL DE GUARNICAO DE BAGE,Ministério da Defesa,3218,2011
HOSPITAL DE GUARNICAO DE BAGE,Ministério da Defesa,13884,2013
HOSPITAL DE GUARNICAO DE BAGE,Ministério da Defesa,6037,2014
HOSPITAL DE GUARNICAO DE BAGE,Ministério da Defesa,8924,2015
HOSPITAL DE GUARNICAO DE BAGE,Ministério da Defesa,9185,2016
HOSPITAL DE GUARNICAO DE BAGE,Ministério da Defesa,1496,2017
13 GRUPO DE ARTILHARIA DE CAMPANHA,Ministério da Defesa,1387,2015
3 BATALHAO DE ENGENHARIA DE COMBATE,Ministério da Defesa,1410,2015
3 BATALHAO DE SUPRIMENTO,Ministério da Defesa,2422,2011
3 BATALHAO DE SUPRIMENTO,Ministério da Defesa,14198,2012
3 BATALHAO DE SUPRIMENTO,Ministério da Defesa,5833,2013
3 BATALHAO DE SUPRIMENTO,Ministério da Defesa,56427,2017
COMANDO DE ARTILHARIA DIVISIONARIA/3 RM,Ministério da Defesa,1396,2013
COMANDO DE ARTILHARIA DIVISIONARIA/3 RM,Ministério da Defesa,3644,2014
COMANDO DE ARTILHARIA DIVISIONARIA/3 RM,Ministério da Defesa,2119,2015
27 GRUPO DE ARTILHARIA DE CAMPANHA,Ministério da Defesa,278,2013
1 REGIMENTO DE CAVALARIA MECANIZADO,Ministério da Defesa,1300,2014
9 BATALHAO DE INFANTARIA MOTORIZADO,Ministério da Defesa,11951,2014
12 REGIMENTO DE CAVALARIA MECANIZADO,Ministério da Defesa,22,2013
12 REGIMENTO DE CAVALARIA MECANIZADO,Ministério da Defesa,607,2014
12 REGIMENTO DE CAVALARIA MECANIZADO,Ministério da Defesa,2264,2015
3 BATALHAO DE COMUNICACOES,Ministério da Defesa,1025,2011
3 REGIMENTO DE CAVALARIA DE GUARDA,Ministério da Defesa,861,2014
HOSPITAL MILITAR DE AREA DE PORTO ALEGRE,Ministério da Defesa,24541,2011
HOSPITAL MILITAR DE AREA DE PORTO ALEGRE,Ministério da Defesa,47757,2012
HOSPITAL MILITAR DE AREA DE PORTO ALEGRE,Ministério da Defesa,179922,2013
HOSPITAL MILITAR DE AREA DE PORTO ALEGRE,Ministério da Defesa,122518,2015
HOSPITAL MILITAR DE AREA DE PORTO ALEGRE,Ministério da Defesa,67580,2016
HOSPITAL MILITAR DE AREA DE PORTO ALEGRE,Ministério da Defesa,533748,2017
POLICLINICA MILITAR DE PORTO ALEGRE,Ministério da Defesa,2466,2011
POLICLINICA MILITAR DE PORTO ALEGRE,Ministério da Defesa,2494,2012
POLICLINICA MILITAR DE PORTO ALEGRE,Ministério da Defesa,12587,2014
POLICLINICA MILITAR DE PORTO ALEGRE,Ministério da Defesa,16678,2017
5 REGIMENTO DE CAVALARIA MECANIZADO,Ministério da Defesa,1344,2013
5 REGIMENTO DE CAVALARIA MECANIZADO,Ministério da Defesa,2073,2015
5 REGIMENTO DE CAVALARIA MECANIZADO,Ministério da Defesa,1551,2016
6 BATALHAO DE ENGENHARIA DE COMBATE,Ministério da Defesa,1625,2013
6 BATALHAO DE ENGENHARIA DE COMBATE,Ministério da Defesa,1465,2014
4 REGIMENTO DE CARRROS DE COMBATE,Ministério da Defesa,123,2013
29 BATALHAO DE INFANTARIA BLINDADO,Ministério da Defesa,701,2015
4 BATALHAO LOGISTICO,Ministério da Defesa,519,2013
7 BATALHAO DE INFANTARIA BLINDADO,Ministério da Defesa,134,2013
7 BATALHAO DE INFANTARIA BLINDADO,Ministério da Defesa,207,2014
CMDO 3 DIVISAO DE EXERCITO,Ministério da Defesa,149,2011
CMDO 3 DIVISAO DE EXERCITO,Ministério da Defesa,438,2012
CMDO 3 DIVISAO DE EXERCITO,Ministério da Defesa,101,2013
HOSPITAL DE GUARNICAO DE SANTA MARIA,Ministério da Defesa,21,2011
HOSPITAL DE GUARNICAO DE SANTA MARIA,Ministério da Defesa,1734,2012
HOSPITAL DE GUARNICAO DE SANTA MARIA,Ministério da Defesa,13003,2013
HOSPITAL DE GUARNICAO DE SANTA MARIA,Ministério da Defesa,22505,2015
HOSPITAL DE GUARNICAO DE SANTA MARIA,Ministério da Defesa,123405,2016
HOSPITAL DE GUARNICAO DE SANTA MARIA,Ministério da Defesa,52485,2017
19 REGIMENTO DE CAVALARIA MECANIZADO,Ministério da Defesa,1081,2011
19 REGIMENTO DE CAVALARIA MECANIZADO,Ministério da Defesa,404,2012
19 REGIMENTO DE CAVALARIA MECANIZADO,Ministério da Defesa,989,2013
HOSPITAL DE GUARNICAO DE SANTIAGO,Ministério da Defesa,10187,2011
HOSPITAL DE GUARNICAO DE SANTIAGO,Ministério da Defesa,553,2012
HOSPITAL DE GUARNICAO DE SANTIAGO,Ministério da Defesa,25118,2013
HOSPITAL DE GUARNICAO DE SANTIAGO,Ministério da Defesa,193,2014
HOSPITAL DE GUARNICAO DE SANTIAGO,Ministério da Defesa,6540,2015
HOSPITAL DE GUARNICAO DE SANTIAGO,Ministério da Defesa,23598,2016
HOSPITAL DE GUARNICAO DE SANTIAGO,Ministério da Defesa,12065,2017
2 REGIMENTO DE CAVALARIA MECANIZADO,Ministério da Defesa,2948,2013
2 REGIMENTO DE CAVALARIA MECANIZADO,Ministério da Defesa,338,2014
2 REGIMENTO DE CAVALARIA MECANIZADO,Ministério da Defesa,1443,2015
4 REGIMENTO DE CAVALARIA BLINDADO,Ministério da Defesa,397,2012
7 REGIMENTO DE CAVALARIA MECANIZADO,Ministério da Defesa,93,2012
7 REGIMENTO DE CAVALARIA MECANIZADO,Ministério da Defesa,320,2013
7 REGIMENTO DE CAVALARIA MECANIZADO,Ministério da Defesa,744,2014
COMANDO 2 BRIGADA DE CAVALARIA MECANIZADA,Ministério da Defesa,5862,2011
63 BATALHAO DE INFANTARIA,Ministério da Defesa,121,2013
HOSPITAL DE GUARNICAO DE FLORIANOPOLIS,Ministério da Defesa,374,2012
HOSPITAL DE GUARNICAO DE FLORIANOPOLIS,Ministério da Defesa,2539,2013
HOSPITAL DE GUARNICAO DE FLORIANOPOLIS,Ministério da Defesa,5010,2014
HOSPITAL DE GUARNICAO DE FLORIANOPOLIS,Ministério da Defesa,7765,2015
HOSPITAL DE GUARNICAO DE FLORIANOPOLIS,Ministério da Defesa,1880,2016
HOSPITAL DE GUARNICAO DE FLORIANOPOLIS,Ministério da Defesa,12579,2017
5 BATALHAO DE ENGENHARIA DE COMBATE BLINDADO,Ministério da Defesa,751,2014
14 REGIMENTO DE CAVALARIA MECANIZADO,Ministério da Defesa,952,2014
20 GRUPO DE ARTILHARIA DE CAMPANHA LEVE,Ministério da Defesa,396,2014
COMANDO 11 BRIGADA INFANTARIA LEVE (GLO),Ministério da Defesa,649,2012
COMANDO 11 BRIGADA INFANTARIA LEVE (GLO),Ministério da Defesa,310,2015
COMANDO 11 BRIGADA INFANTARIA LEVE (GLO),Ministério da Defesa,2186,2016
2 GRUPO DE ARTILHARIA DE CAMPANHA LEVE,Ministério da Defesa,360,2014
COMANDO/1A BRIGADA DE INFANTARIA DE SELVA,Ministério da Defesa,4187,2011
COMANDO/1A BRIGADA DE INFANTARIA DE SELVA,Ministério da Defesa,1252,2012
COMANDO/1A BRIGADA DE INFANTARIA DE SELVA,Ministério da Defesa,11106,2013
COMANDO/1A BRIGADA DE INFANTARIA DE SELVA,Ministério da Defesa,5172,2014
21.DEPOSITO DE SUPRIMENTO,Ministério da Defesa,5068,2011
21.DEPOSITO DE SUPRIMENTO,Ministério da Defesa,33696,2013
HOSPITAL MILITAR DE AREA DE SAO PAULO,Ministério da Defesa,44150,2011
HOSPITAL MILITAR DE AREA DE SAO PAULO,Ministério da Defesa,25006,2012
HOSPITAL MILITAR DE AREA DE SAO PAULO,Ministério da Defesa,76763,2013
HOSPITAL MILITAR DE AREA DE SAO PAULO,Ministério da Defesa,3054,2014
HOSPITAL MILITAR DE AREA DE SAO PAULO,Ministério da Defesa,41599,2015
HOSPITAL MILITAR DE AREA DE SAO PAULO,Ministério da Defesa,28808,2016
HOSPITAL MILITAR DE AREA DE SAO PAULO,Ministério da Defesa,500526,2017
2 BATALHAO DE INFANTARIA LEVE,Ministério da Defesa,1585,2012
20 REGIMENTO DE CAVALARIA BLINDADO,Ministério da Defesa,320,2015
PARQUE REGIONAL DE MANUTENCAO DA 9 RM,Ministério da Defesa,327,2013
COUDELARIA DE RINCAO,Ministério da Defesa,1665,2013
28 BATALHAO LOGISITICO,Ministério da Defesa,1106,2011
28 BATALHAO LOGISITICO,Ministério da Defesa,346,2013
28 BATALHAO LOGISITICO,Ministério da Defesa,180,2015
15 BATALHAO LOGISTICO,Ministério da Defesa,266,2013
ESCOLA DE FORMACÃO COMPLEMENTAR DO EXERCITO,Ministério da Defesa,708,2016
COMANDO DO COMANDO MILITAR DO OESTE,Ministério da Defesa,718,2012
COMANDO DO COMANDO MILITAR DO OESTE,Ministério da Defesa,27,2013
61. BATALHAO DE INFANTARIA DE SELVA,Ministério da Defesa,19545,2017
COMANDO DA 16A BRIGADA DE INFANTARIA DE SELVA,Ministério da Defesa,4433,2016
HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA,Ministério da Defesa,2197,2011
HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA,Ministério da Defesa,74000,2017
POLICLINICA NAVAL NOSSA SENHORA DA GLORIA,Ministério da Defesa,2090,2012
POLICLINICA NAVAL NOSSA SENHORA DA GLORIA,Ministério da Defesa,1028,2013
POLICLINICA NAVAL NOSSA SENHORA DA GLORIA,Ministério da Defesa,1923,2014
POLICLINICA NAVAL NOSSA SENHORA DA GLORIA,Ministério da Defesa,3270,2015
POLICLINICA NAVAL NOSSA SENHORA DA GLORIA,Ministério da Defesa,2923,2016
UNIDADE INTEGRADA DE SAUDE MENTAL,Ministério da Defesa,16052,2013
UNIDADE INTEGRADA DE SAUDE MENTAL,Ministério da Defesa,17814,2014
UNIDADE INTEGRADA DE SAUDE MENTAL,Ministério da Defesa,20401,2015
UNIDADE INTEGRADA DE SAUDE MENTAL,Ministério da Defesa,37004,2016
HOSPITAL NAVAL MARCILIO DIAS,Ministério da Defesa,157092,2011
HOSPITAL NAVAL MARCILIO DIAS,Ministério da Defesa,99885,2012
HOSPITAL NAVAL MARCILIO DIAS,Ministério da Defesa,560668,2013
HOSPITAL NAVAL MARCILIO DIAS,Ministério da Defesa,193454,2014
HOSPITAL NAVAL MARCILIO DIAS,Ministério da Defesa,63449,2015
HOSPITAL NAVAL MARCILIO DIAS,Ministério da Defesa,149384,2016
HOSPITAL NAVAL MARCILIO DIAS,Ministério da Defesa,516351,2017
LABORATORIO FARMACEUTICO DA MARINHA,Ministério da Defesa,1789,2011
LABORATORIO FARMACEUTICO DA MARINHA,Ministério da Defesa,50594646,2016
LABORATORIO FARMACEUTICO DA MARINHA,Ministério da Defesa,139264094,2017
CENTRO DE OBTENCAO DA MARINHA NO R.J.,Ministério da Defesa,6400,2011
